,FTR,Season,HomeTeamID,AwayTeamID,Outcome,Ha,Aa,Hb,Ab,ProbA,ProbD,ProbH,Prediction
1860,2.0,5.0,4.0,27.0,2.0,0.021837303825268932,-0.1421181898487629,0.06943317336915728,-0.10434877311747583,0.19290790704472283,0.2534544096954552,0.5536281431397154,2.0
1861,2.0,5.0,30.0,20.0,2.0,-0.014820397698017225,0.023565364936754,-0.20345947375799378,-0.020941765890575642,0.33793393081366857,0.2604630435468829,0.40159791772996845,2.0
1862,2.0,5.0,16.0,5.0,2.0,0.3486079276445569,0.15950043107884762,0.4989782766840977,0.029599233313520518,0.13209372984775805,0.21137249825358229,0.6564894821716464,2.0
1863,2.0,5.0,28.0,17.0,2.0,0.00460960978542076,-0.05443022236129641,-0.04286641962207059,-0.04135297655960517,0.25758698257011803,0.26521253375598336,0.47719531729189557,2.0
1864,2.0,5.0,0.0,10.0,2.0,0.5639933595161017,0.07372951694718058,0.42115351530266687,0.07499916789496845,0.10105150676581873,0.17334564216811607,0.7254373645153552,2.0
1865,1.0,5.0,27.0,24.0,1.0,-0.15303668851391633,-0.03432617885881596,-0.14507628034328038,0.19605492742724537,0.3867172891518342,0.2991563834037147,0.31412555277474347,0.0
1866,1.0,5.0,5.0,4.0,1.0,0.16198628498933168,0.05497627529187752,0.029642124729354496,0.08290701001896467,0.2593171503649764,0.2596193745026022,0.48105670106925114,2.0
1867,2.0,5.0,26.0,24.0,2.0,-0.06269186865161769,-0.03687936720245692,0.0965492727470874,0.1964646069445432,0.2931136042774559,0.311929709864272,0.3949562078126462,2.0
1868,0.0,5.0,23.0,1.0,0.0,0.03923198523201998,0.4261210926869812,0.1533723680511698,0.6749401554451587,0.5048248286690339,0.2869061538278624,0.208266773413899,0.0
1869,2.0,5.0,25.0,9.0,2.0,0.0037246425719356865,0.03622254558422824,0.013078493320535324,0.12869489484479432,0.3077818459477592,0.28603447373843,0.4061821787415974,2.0
